WOS_ID,Title,Year,Journal,DOI,Split
WOS:000999027300001,Impact of early heat anomalies on urban tree cooling efficiency: Evidence from spring heatwave events in India,2023,INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION,10.1016/j.jag.2023.103334,KG_Construction
WOS:000999097700001,The organizational impact of chronic heat: diffuse brood comb and decreased carbohydrate stores in honey bee colonies,2023,FRONTIERS IN ECOLOGY AND EVOLUTION,10.3389/fevo.2023.1119452,KG_Construction
WOS:000999185400001,"Drought, heat, and management interact to affect soil carbon and nitrogen losses in a temperate, humid climate",2023,APPLIED SOIL ECOLOGY,10.1016/j.apsoil.2023.104947,KG_Construction
WOS:000999450300001,Stressors in a bottle: A microcosm study on phytoplankton assemblage response to extreme precipitation events under climate warming,2023,FRESHWATER BIOLOGY,10.1111/fwb.14109,KG_Construction
WOS:000999768700001,Hydroclimatic extremes contribute to asymmetric trends in ecosystem productivity loss,2023,COMMUNICATIONS EARTH & ENVIRONMENT,10.1038/s43247-023-00869-4,KG_Construction
WOS:000999791600001,"Multivariate Drought Monitoring, Propagation, and Projection Using Bias-Corrected General Circulation Models",2023,EARTHS FUTURE,10.1029/2022EF003303,KG_Construction
WOS:000999810000001,Wet Bulb Globe Temperature: Indicating Extreme Heat Risk on a Global Grid,2023,GEOHEALTH,10.1029/2022GH000701,KG_Construction
WOS:000999857700001,When Will the Unprecedented 2022 Summer Heat Waves in Yangtze River Basin Become Normal in a Warming Climate?,2023,GEOPHYSICAL RESEARCH LETTERS,10.1029/2022GL101946,KG_Construction
WOS:000999971400001,Acclimation in intertidal animals reduces potential pathogen load and increases survival following a heatwave,2023,ISCIENCE,10.1016/j.isci.2023.106813,KG_Construction
WOS:000999987700001,Evaluation of thermal resilience to overheating for an educational building in future heatwave scenarios,2023,INTERNATIONAL JOURNAL OF VENTILATION,10.1080/14733315.2023.2218424,KG_Construction
WOS:001000070900001,How Striking Is the Intergenerational Difference in Exposure to Compound Heatwaves Over Southeast Asia?,2023,EARTHS FUTURE,10.1029/2022EF003179,KG_Construction
WOS:001000234700001,Non-Stationary Lags and Legacies in Ecosystem Flux Response to Antecedent Rainfall,2023,JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES,10.1029/2022JG007144,KG_Construction
WOS:001000242600001,Characterizing the Variability of Boundary Currents and Ocean Heat Content Around New Zealand Using a Multi-Decadal High-Resolution Regional Ocean Model,2023,JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS,10.1029/2022JC018624,KG_Construction
WOS:001000244800001,Assessing Future Projections of Warm-Season Marine Heatwave Characteristics With Three CMIP6 Models,2023,JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS,10.1029/2022JC019253,KG_Construction
WOS:001000403100001,"24-h movement behaviour, thermal perception, thirst, and heat management strategies of children and adults during heat alerts: a pilot study",2023,FRONTIERS IN PHYSIOLOGY,10.3389/fphys.2023.1179844,KG_Construction
WOS:001000780600001,A bioenergetics approach to modelling tolerance limits under acute thermal stress in farmed finfish,2023,FRONTIERS IN MARINE SCIENCE,10.3389/fmars.2023.1173358,KG_Construction
WOS:001000929800001,Integrating fishers' knowledge with oceanographic observations to understand changing ocean conditions in the Northeast United States,2023,FRONTIERS IN MARINE SCIENCE,10.3389/fmars.2023.1144178,KG_Construction
WOS:001001037600001,Unexpected deterioration of O3 pollution in the South Coast Air Basin of California: The role of meteorology and emissions*,2023,ENVIRONMENTAL POLLUTION,10.1016/j.envpol.2023.121728,KG_Construction
WOS:001001072700001,Green teens: Understanding and promoting adolescents' sustainable engagement,2023,ONE EARTH,10.1016/j.oneear.2023.02.006,KG_Construction
WOS:001001332300001,Future population exposure to heatwaves in 83 global megacities,2023,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2023.164142,KG_Construction
WOS:001001349500008,Atmospheric circulation compounds anthropogenic warming and impacts of climate extremes in Europe,2023,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,10.1073/pnas.2214525120,KG_Construction
WOS:001001481100031,Oceanic mesoscale eddies as crucial drivers of global marine heatwaves,2023,NATURE COMMUNICATIONS,10.1038/s41467-023-38811-z,KG_Construction
WOS:001001592100032,Analysis of time-dependent effects of ambient temperatures on health by vulnerable groups in Korea in 1999-2018,2023,SCIENTIFIC REPORTS,10.1038/s41598-023-28018-z,KG_Construction
WOS:001001731900001,Rapidly Changing East Asian Marine Heatwaves Under a Warming Climate,2023,JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS,10.1029/2023JC019761,KG_Construction
WOS:001001835500001,"Mortality, metabolic rate, and oviposition of Gryllus (Gryllus) assimilis (Fabricius, 1775) (Orthoptera: Gryllidae) females under constant and fluctuating warm temperatures",2023,JOURNAL OF THERMAL BIOLOGY,10.1016/j.jtherbio.2023.103574,KG_Construction
WOS:001001956600001,"Heatwaves in Mozambique 1983-2016: Characteristics, trends and city-level summaries using high-resolution CHIRTS-daily",2023,WEATHER AND CLIMATE EXTREMES,10.1016/j.wace.2023.100565,KG_Construction
WOS:001002097500116,TRIPLOID PACIFIC OYSTERS EXPERIENCE ENHANCED MORTALITY FOLLOWING MARINE HEATWAVES,2023,JOURNAL OF SHELLFISH RESEARCH,,KG_Construction
WOS:001002097500271,PHYSIOLOGICAL AND BEHAVIOURAL RESPONSE OF EASTERN OYSTERS (CRASSOSTREA VIRGINICA) AND SOFT-SHELL CLAMS (MYA ARENARIA) TO HYPOXIA AND HEATWAVES,2023,JOURNAL OF SHELLFISH RESEARCH,,KG_Construction
WOS:001002201200173,The acclimatization and sensitization of reef-building corals in response to repeat marine heatwaves,2023,INTEGRATIVE AND COMPARATIVE BIOLOGY,,KG_Construction
WOS:001002201200531,"Marine heatwaves reduce gamete quality of the sea urchin, Strongylocentrotus purpuratus",2023,INTEGRATIVE AND COMPARATIVE BIOLOGY,,KG_Construction
WOS:001002201202033,Physiological consequences of growing up during a heatwave,2023,INTEGRATIVE AND COMPARATIVE BIOLOGY,,KG_Construction
WOS:001002201202315,Legacy effects of marine heatwaves on reef-building corals,2023,INTEGRATIVE AND COMPARATIVE BIOLOGY,,KG_Construction
WOS:001002381900001,"Population decline in a Pleistocene refugium: Stepwise, drought-related dieback of a South Australian eucalypt",2023,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2023.162697,KG_Construction
WOS:001003181400009,The most at-risk regions in the world for high-impact heatwaves,2023,NATURE COMMUNICATIONS,10.1038/s41467-023-37554-1,KG_Construction
WOS:001003533500001,Reduced survival of Steller sea lions in the Gulf of Alaska following marine heatwave,2023,FRONTIERS IN MARINE SCIENCE,10.3389/fmars.2023.1127013,KG_Construction
WOS:001003622300002,Marine heatwave conditions drive carryover effects in a temperate sponge microbiome and developmental performance,2023,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,10.1098/rspb.2022.2539,KG_Construction
WOS:001003645200022,Interaction between dry and hot extremes at a global scale using a cascade modeling framework,2023,NATURE COMMUNICATIONS,10.1038/s41467-022-35748-7,KG_Construction
WOS:001004619600001,Shifting responses of phytoplankton to atmospheric and oceanic forcing in a prolonged marine heatwave,2023,LIMNOLOGY AND OCEANOGRAPHY,10.1002/lno.12388,KG_Construction
WOS:001004648000001,"Alpine Viticulture and Climate Change: Environmental Resources and Limitations for Grapevine Ripening in Valtellina, Italy",2023,PLANTS-BASEL,10.3390/plants12112068,KG_Construction
WOS:001005110300001,Dengue fever: the impact of increasing temperatures and heatwaves,2023,EBIOMEDICINE,10.1016/j.ebiom.2023.104611,KG_Construction
WOS:001005122200001,Improving Salicornia ramosissima photochemical and biochemical resilience to extreme heatwaves through rhizosphere engineering with Plant Growth-Promoting Bacteria,2023,PLANT PHYSIOLOGY AND BIOCHEMISTRY,10.1016/j.plaphy.2023.107725,KG_Construction
WOS:001006005900006,"Impact of Heatwaves on Cancer Care Delivery: Potential Mechanisms, Health Equity Concerns, and Adaptation Strategies",2023,JOURNAL OF CLINICAL ONCOLOGY,10.1200/JCO.22.01951,KG_Construction
WOS:001006134500004,Increased dominance of heat-tolerant symbionts creates resilient coral reefs in near-term ocean warming,2023,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,10.1073/pnas.2202388120,KG_Construction
WOS:001006462000001,Assessing Non-Intrusive Wearable Devices for Tracking Core Body Temperature in Hot Working Conditions,2023,APPLIED SCIENCES-BASEL,10.3390/app13116803,KG_Construction
WOS:001006515200001,Ecological restoration in the age of apocalypse,2023,GLOBAL CHANGE BIOLOGY,10.1111/gcb.16809,KG_Construction
WOS:001007759200001,Effects of Zeowine and compost on leaf functionality and berry composition in Sangiovese grapevines,2023,JOURNAL OF AGRICULTURAL SCIENCE,10.1017/S002185962300028X,KG_Construction
WOS:001008165400001,Anthropogenic climate change exacerbates the risk of successive flood-heat extremes: Multi-model global projections based on the Inter-Sectoral Impact Model Intercomparison Project,2023,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2023.164274,KG_Construction
WOS:001008471400001,Increasing likelihood of global compound hot-dry extremes from temperature and runoff during the past 120 years,2023,JOURNAL OF HYDROLOGY,10.1016/j.jhydrol.2023.129553,KG_Construction
WOS:001008529300001,Bivalves and microbes: a mini-review of their relationship and potential implications for human health in a rapidly warming ocean,2023,FRONTIERS IN MARINE SCIENCE,10.3389/fmars.2023.1182438,KG_Construction
WOS:001009158400001,Exploring the impacts of unprecedented climate extremes on forestecosystems: hypotheses to guide modeling and experimental studies,2023,BIOGEOSCIENCES,10.5194/bg-20-2117-2023,KG_Construction
WOS:001009653700001,Admittance to Wildlife Rehabilitation Centres Points to Adverse Effects of Climate Change on Insectivorous Bats,2023,BIOLOGY-BASEL,10.3390/biology12040543,KG_Construction
WOS:001010091800002,"Weather, climate change, and transport: a review",2023,NATURAL HAZARDS,10.1007/s11069-023-06054-2,KG_Construction
WOS:001010486800017,Surviving high temperatures: a case study of the spotted munia (Lonchura punctulata),2023,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,10.1007/s11356-023-28084-w,KG_Construction
WOS:001010516400001,"Assessing the synergies between heat waves and urban heat islands of different local climate zones in Guangzhou, China",2023,BUILDING AND ENVIRONMENT,10.1016/j.buildenv.2023.110434,KG_Construction
WOS:001010603100001,"Linkages of unprecedented 2022 Yangtze River Valley heatwaves to Pakistan flood and triple-dip La Nina (vol 6, 44, 2023)",2023,NPJ CLIMATE AND ATMOSPHERIC SCIENCE,10.1038/s41612-023-00395-2,KG_Construction
WOS:001010812200002,The Pacific Decadal Oscillation modulated marine heatwaves in the Northeast Pacific during past decades,2023,COMMUNICATIONS EARTH & ENVIRONMENT,10.1038/s43247-023-00863-w,KG_Construction
WOS:001011064300001,Subseasonal processes of triple extreme heatwaves over the Yangtze River Valley in 2022,2023,WEATHER AND CLIMATE EXTREMES,10.1016/j.wace.2023.100572,KG_Construction
WOS:001011289600014,"Performance of regional water purification plants during extreme weather events: three case studies from New South Wales, Australia",2023,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,10.1007/s11356-023-28101-y,KG_Construction
WOS:001011745100001,The impact of climate change on grape yields: Evidence from Australia,2023,OENO ONE,10.20870/oeno-one.2023.57.2.7280,KG_Construction
WOS:001011745100011,"Relationships between leaf temperature, stomatal conductance and architecture: potential impact on leaf burning among a range of genotypes in grapevine",2023,OENO ONE,10.20870/oeno-one.2023.57.2.7438,KG_Construction
WOS:001011859600001,Influence of personal cooling at local body parts on workers' thermal comfort levels under thermal environments with elevated ambient temperatures: A model study,2023,INTERNATIONAL JOURNAL OF INDUSTRIAL ERGONOMICS,10.1016/j.ergon.2023.103456,KG_Construction
WOS:001011884700013,A multiscale analysis of heatwaves and urban heat islands in the western US during the summer of 2021,2023,SCIENTIFIC REPORTS,10.1038/s41598-023-35621-7,KG_Construction
WOS:001012158900039,Ocean currents magnify upwelling and deliver nutritional subsidies to reef-building corals during El Nino heatwaves,2023,SCIENCE ADVANCES,10.1126/sciadv.add5032,KG_Construction
WOS:001012598300001,The unprecedented spatial extent and intensity of the 2021 summer extreme heatwave event over the Western North American regions,2023,WEATHER AND CLIMATE EXTREMES,10.1016/j.wace.2023.100576,KG_Construction
WOS:001012724000001,"Effects of ozone, drought and heat stress on wheat yield and grain quality",2023,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,10.1016/j.agee.2023.108505,KG_Construction
WOS:001012773200001,Large-scale impact of the 2016 Marine Heatwave on the plankton-associated microbial communities of the Great Barrier Reef (Australia),2023,MARINE POLLUTION BULLETIN,10.1016/j.marpolbul.2023.114685,KG_Construction
WOS:001013073400001,Heat waves accelerate the spread of infectious diseases,2023,ENVIRONMENTAL RESEARCH,10.1016/j.envres.2023.116090,KG_Construction
WOS:001013159800001,Differential temperature sensitivity of intracellular metabolic processesand extracellular soil enzyme activities,2023,BIOGEOSCIENCES,10.5194/bg-20-2207-2023,KG_Construction
WOS:001013240500001,"Compound climate extremes in China: Trends, causes, and projections",2023,ATMOSPHERIC RESEARCH,10.1016/j.atmosres.2023.106675,KG_Construction
WOS:001013383000001,Shortfalls in the protection of persistent bull kelp forests in the USA,2023,BIOLOGICAL CONSERVATION,10.1016/j.biocon.2023.110133,KG_Construction
WOS:001013416400001,Contrasting Intraurban Signatures of Humid and Dry Heatwaves over Southern California,2023,JOURNAL OF APPLIED METEOROLOGY AND CLIMATOLOGY,10.1175/JAMC-D-22-0149.1,KG_Construction
WOS:001013429800001,"The dose makes the poison: The longer the heat lasts, the lower the temperature for functional impairment and damage",2023,ENVIRONMENTAL AND EXPERIMENTAL BOTANY,10.1016/j.envexpbot.2023.105395,KG_Construction
WOS:001013766700001,Seasonal forecasting of subsurface marine heatwaves,2023,COMMUNICATIONS EARTH & ENVIRONMENT,10.1038/s43247-023-00892-5,KG_Construction
WOS:001014202500001,Vulnerability of Affordable Housing to Global Warming in South Africa: Case Study of a Masonry House in Johannesburg,2023,BUILDINGS,10.3390/buildings13061494,KG_Construction
WOS:001014986500001,Urbanization Heat Flux Modeling Confirms It Is a Likely Cause of Significant Global Warming: Urbanization Mitigation Requirements,2023,LAND,10.3390/land12061222,KG_Construction
WOS:001015041600001,Heat-health governance in a cool nation: A case study of Scotland,2023,ENVIRONMENTAL SCIENCE & POLICY,10.1016/j.envsci.2023.05.019,KG_Construction
WOS:001015248500001,Coupling habitat-specific temperature scenarios with tolerance landscape to predict the impacts of climate change on farmed bivalves,2023,MARINE ENVIRONMENTAL RESEARCH,10.1016/j.marenvres.2023.106038,KG_Construction
WOS:001015606400001,Small-scale habitat complexity preserves ecosystem services on coral reefs,2023,JOURNAL OF APPLIED ECOLOGY,10.1111/1365-2664.14458,KG_Construction
WOS:001016097700001,Assessment and Projections of Marine Heatwaves in the Northwest Pacific Based on CMIP6 Models,2023,REMOTE SENSING,10.3390/rs15122957,KG_Construction
WOS:001016145500001,High temperatures enhance the strength of multiple predator effects in a typical crab-clam system,2023,MARINE POLLUTION BULLETIN,10.1016/j.marpolbul.2023.114670,KG_Construction
WOS:001016160500001,Extreme Heat and Adverse Cardiovascular Outcomes in Australia and New Zealand: What Do We Know?,2023,HEART LUNG AND CIRCULATION,10.1016/j.hlc.2022.10.010,KG_Construction
WOS:001016237800009,Excess Total Mortality in Italy: An Update to February 2023 with Focus on Working Ages,2023,MEDICINA DEL LAVORO,10.23749/mdl.v114i3.14740,KG_Construction
WOS:001016504100001,Decline of seagrass (Posidonia oceanica) production over two decades in the face of warming of the Eastern Mediterranean Sea,2023,NEW PHYTOLOGIST,10.1111/nph.19084,KG_Construction
WOS:001016713100001,"Gaps in the governance of floods, droughts, and heatwaves in the United Kingdom",2023,FRONTIERS IN EARTH SCIENCE,10.3389/feart.2023.1124166,KG_Construction
WOS:001016794000001,Diagnostic investigation of Mycoplasma hyorhinis as a potential pathogen associated with neurological clinical signs and central nervous system lesions in pigs,2023,ECOLOGY AND EVOLUTION,10.1002/ece3.10209,KG_Construction
WOS:001016943400001,"Characteristics of Marine Heatwaves in the Indonesian Waters during the PDO, ENSO, and IOD Phases and Their Relationships to Net Surface Heat Flux",2023,ATMOSPHERE,10.3390/atmos14061035,KG_Construction
WOS:001016963000014,US West Coast droughts and heat waves exacerbate pollution inequality and can evade emission control policies,2023,NATURE COMMUNICATIONS,10.1038/s41467-023-37080-0,KG_Construction
WOS:001017256700001,Assessment of Risks Associated with Extreme Climate Events in Small-Scale Bivalve Fisheries: Conceptual Maps for Decision-Making Based on a Review of Recent Studies,2023,JOURNAL OF MARINE SCIENCE AND ENGINEERING,10.3390/jmse11061216,KG_Construction
WOS:001017548800001,Rising vulnerability of compound risk inequality to ageing and extreme heatwave exposure in global cities,2023,NPJ URBAN SUSTAINABILITY,10.1038/s42949-023-00118-9,KG_Construction
WOS:001017868700043,The impact of extreme summer temperatures in the United Kingdom on infant sleep: Implications for learning and development,2023,SCIENTIFIC REPORTS,10.1038/s41598-023-37111-2,KG_Construction
WOS:001017968300001,Unexpected slow recovery of seagrass leaf epiphytes after the impact of a summer heat wave and concomitant mucilage bloom,2023,MARINE ENVIRONMENTAL RESEARCH,10.1016/j.marenvres.2023.106034,KG_Construction
WOS:001018122100001,A dynamic emergency planning system for relocating vulnerable people to safe shelters in response to heat waves,2023,EXPERT SYSTEMS WITH APPLICATIONS,10.1016/j.eswa.2023.120224,KG_Construction
WOS:001018280800001,The mechanistic basis and adaptive significance of cross-tolerance: a 'pre-adaptation' to a changing world?,2023,JOURNAL OF EXPERIMENTAL BIOLOGY,10.1242/jeb.245644,KG_Construction
WOS:001018569500017,Marine heatwaves: base definitions on ecosystem damage,2023,NATURE,10.1038/d41586-023-01758-8,KG_Construction
WOS:001019323400001,Fine-scale variability in coral bleaching and mortality during a marine heatwave,2023,FRONTIERS IN MARINE SCIENCE,10.3389/fmars.2023.1108365,KG_Construction
WOS:001019404800004,"Co-occurrence of a marine heatwave and a reported tomato jellyfish (Crambione mastigophora Maas, 1903) bloom in March 2020 at El Nido, Palawan, Philippines",2023,PLANKTON & BENTHOS RESEARCH,10.3800/pbr.18.93,KG_Construction
WOS:001019707300001,Marine heatwave and reduced light scenarios cause species-specific metabolomic changes in seagrasses under ocean warming,2023,NEW PHYTOLOGIST,10.1111/nph.19092,KG_Construction
WOS:001019855200001,Synoptic characteristics of heatwave events in Australia during austral summer of 1950/1951-2019/2020,2023,INTERNATIONAL JOURNAL OF CLIMATOLOGY,10.1002/joc.8166,KG_Construction
WOS:001019984400001,Rate-induced tipping to metastable Zombie fires,2023,PROCEEDINGS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,10.1098/rspa.2022.0647,KG_Construction
WOS:001020114800001,"Heatwaves and their health risks: knowledge, risk perceptions and behaviours of the German population in summer 2022",2023,EUROPEAN JOURNAL OF PUBLIC HEALTH,10.1093/eurpub/ckad109,KG_Construction
WOS:001020210800001,Regional features of future warming using high-resolution downscaled multimodel climate scenarios in mainland China,2023,INTERNATIONAL JOURNAL OF CLIMATOLOGY,10.1002/joc.8146,KG_Construction
WOS:001020312700001,Pseudomonas spp. can help plants face climate change,2023,FRONTIERS IN MICROBIOLOGY,10.3389/fmicb.2023.1198131,KG_Construction
WOS:001020318500001,Long-term community shifts driven by local extinction of an iconic foundation species following an extreme marine heatwave,2023,ECOLOGY AND EVOLUTION,10.1002/ece3.10235,KG_Construction
WOS:001020713900001,Impact assessment of air pollutants and greenhouse gases on urban heat wave events in the Beijing-Tianjin-Hebei region,2023,ENVIRONMENTAL GEOCHEMISTRY AND HEALTH,10.1007/s10653-023-01677-7,KG_Construction
WOS:001020939900001,A survey of coastal conditions around the continental US using a high-resolution ocean reanalysis,2023,PROGRESS IN OCEANOGRAPHY,10.1016/j.pocean.2023.103055,KG_Construction
WOS:001021074800001,Measurement report: MAX-DOAS measurements characterise Central London ozone pollution episodes during 2022 heatwaves,2023,ATMOSPHERIC CHEMISTRY AND PHYSICS,10.5194/acp-23-7121-2023,KG_Construction
WOS:001021216800001,Seafloor warm water temperature anomalies impact benthic macrofauna communities of a high-Arctic cold-water fjord,2023,MARINE ENVIRONMENTAL RESEARCH,10.1016/j.marenvres.2023.106046,KG_Construction
WOS:001021452700001,High-latitude kelps and future oceans: A review of multiple stressor impacts in a changing world,2023,ECOLOGY AND EVOLUTION,10.1002/ece3.10277,KG_Construction
WOS:001021481800002,The impact of high temperatures on bird responses to alarm calls,2023,BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,10.1007/s00265-023-03354-2,KG_Construction
WOS:001021565500019,Southeast Asian heatwave,2023,WEATHER,,KG_Construction
WOS:001021581800001,"Increased Compound Droughts and Heatwaves in a Double Pack in Central Asia (vol 14, 2959, 2022)",2023,REMOTE SENSING,10.3390/rs15123003,KG_Construction
WOS:001021987800001,Sustainable socio-ecological transformations in agriculture: cases from South Asia,2023,JOURNAL OF INTEGRATIVE ENVIRONMENTAL SCIENCES,10.1080/1943815X.2023.2228393,KG_Construction
WOS:001022128500017,Heatwaves' Characteristics Detected by Heat and Cold Wave Index in Ukraine over the Last Four Decades,2023,POLISH JOURNAL OF ENVIRONMENTAL STUDIES,10.15244/pjoes/161665,KG_Construction
WOS:001022309900001,"Immediate and delayed effects of a heatwave and Prorocentrum lima ((Ehrenberg) Stein 1878) bloom on the toxin accumulation, physiology, and survival of the oyster Magallana gigas (Thunberg, 1793)",2023,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2023.164485,KG_Construction
WOS:001022563600001,"Projected Changes in Hot, Dry, and Compound Hot-Dry Extremes Over Global Land Regions",2023,GEOPHYSICAL RESEARCH LETTERS,10.1029/2022GL102493,KG_Construction
WOS:001022682400001,Baseline dynamics of Symbiodiniaceae genera and photochemical efficiency in corals from reefs with different thermal histories,2023,PEERJ,10.7717/peerj.15421,KG_Construction
WOS:001022969200001,"Synoptic Atmospheric Patterns Responsible for Summer Extreme High-Temperature Events over Northern Asia: Evolution, Precursor, and Long-Term Change",2023,JOURNAL OF CLIMATE,10.1175/JCLI-D-22-0205.1,KG_Construction
WOS:001023547900001,Generation of weather data for the assessment of building performances under future heatwave conditions,2023,BUILDING AND ENVIRONMENT,10.1016/j.buildenv.2023.110491,KG_Construction
WOS:001023549000006,The unprecedented Pacific Northwest heatwave of June 2021,2023,NATURE COMMUNICATIONS,10.1038/s41467-023-36289-3,KG_Construction
WOS:001023586800001,Probabilistic analysis on the influences of heatwaves during the onset of flash droughts over China,2023,HYDROLOGY RESEARCH,10.2166/nh.2023.022,KG_Construction
WOS:001023920500001,Wintertime sea surface temperature variability modulated by Arctic Oscillation in the northwestern part of the East/Japan Sea and its relationship with marine heatwaves,2023,FRONTIERS IN MARINE SCIENCE,10.3389/fmars.2023.1198418,KG_Construction
WOS:001023952900001,Exceptionally Cold and Warm Spring Months in Krakow Against the Background of Atmospheric Circulation (1874-2022),2023,PURE AND APPLIED GEOPHYSICS,10.1007/s00024-023-03324-9,KG_Construction
WOS:001023966200001,Extreme summers impact cropland and grassland soil microbiomes,2023,ISME JOURNAL,10.1038/s41396-023-01470-5,KG_Construction
WOS:001024200100001,The consequences of heatwaves for animal reproduction are timing-dependent,2023,FUNCTIONAL ECOLOGY,10.1111/1365-2435.14386,KG_Construction
WOS:001024337600001,Analysis of marine heatwaves and biogeochemistry in the Northern Arabian Sea,2023,REGIONAL STUDIES IN MARINE SCIENCE,10.1016/j.rsma.2023.103019,KG_Construction
WOS:001024458800001,Assessing marine heat waves in the Mediterranean Sea: a comparison of fixed and moving baseline methods,2023,FRONTIERS IN MARINE SCIENCE,10.3389/fmars.2023.1168368,KG_Construction
WOS:001024627500014,Canadian heatwave and wildfires,2023,WEATHER,,KG_Construction
WOS:001024693200001,"Evolution of the local climate in Montreal and Ottawa before, during and after a heatwave and the effects on urban heat islands",2023,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2023.164497,KG_Construction
WOS:001024734900001,Effect of the historic Spanish heatwave over glycemic control in adult patients with type 1 diabetes,2023,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2023.164045,KG_Construction
WOS:001024740000001,"Hawaiian coral holobionts reveal algal and prokaryotic host specificity, intraspecific variability in bleaching resistance, and common interspecific microbial consortia modulating thermal stress responses",2023,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2023.164040,KG_Construction
WOS:001024749900001,Effects of the 2018 European heatwave and drought on coastal biogeo-chemistry in the German Bight,2023,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2023.164316,KG_Construction
WOS:001024828300001,Decadal decline of dominant copepod species in the North Sea is associated with ocean warming: Importance of marine heatwaves,2023,MARINE POLLUTION BULLETIN,10.1016/j.marpolbul.2023.115159,KG_Construction
WOS:001024950100001,The diurnal variation of wet bulb temperatures and exceedance of physiological thresholds relevant to human health in South Asia,2023,COMMUNICATIONS EARTH & ENVIRONMENT,10.1038/s43247-023-00897-0,KG_Construction
WOS:001025035700001,Evolution of marine heatwaves in warming seas: the Mediterranean Sea case study,2023,FRONTIERS IN MARINE SCIENCE,10.3389/fmars.2023.1193164,KG_Construction
WOS:001025141600001,Predicting Carbonate Chemistry on the Northwest Atlantic Shelf Using Neural Networks,2023,JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES,10.1029/2023JG007536,KG_Construction
WOS:001025640600001,"Overheating calculation methods, criteria, and indicators in European regulation for residential buildings",2023,ENERGY AND BUILDINGS,10.1016/j.enbuild.2023.113170,KG_Construction
WOS:001025675300006,"Historic evolution of population exposure to heatwaves in Xinjiang Uygur Autonomous Region, China",2023,SCIENTIFIC REPORTS,10.1038/s41598-023-34123-w,KG_Construction
WOS:001025827800006,Heat and the Heart,2023,YALE JOURNAL OF BIOLOGY AND MEDICINE,,KG_Construction
WOS:001026612800011,"Spatiotemporal characteristics of carbon emissions in Shaanxi, China, during 2012-2019: a machine learning method with multiple variables",2023,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,10.1007/s11356-023-28692-6,KG_Construction
WOS:001026864800001,Atmospheric Drivers of Tasman Sea Marine Heatwaves,2023,JOURNAL OF CLIMATE,10.1175/JCLI-D-22-0538.1,KG_Construction
WOS:001026946800001,Impact of extreme heatwaves and life-history traits on seed germination responses in Cumberland Plain Woodland native plant species,2023,AUSTRALIAN JOURNAL OF BOTANY,10.1071/BT22117,KG_Construction
WOS:001027252300001,Increasing Intensity of Extreme Heatwaves: The Crucial Role of Metrics,2023,GEOPHYSICAL RESEARCH LETTERS,10.1029/2023GL103540,KG_Construction
WOS:001027376700001,Climatic and Economic Background Determine the Disparities in Urbanites' Expressed Happiness during the Summer Heat,2023,ENVIRONMENTAL SCIENCE & TECHNOLOGY,10.1021/acs.est.3c01765,KG_Construction
WOS:001027558200001,Machine and deep learning for modelling heat-health relationships,2023,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2023.164660,KG_Construction
WOS:001028198100001,Content Focus and Effectiveness of Climate Change and Human Health Education in Schools: A Scoping Review,2023,SUSTAINABILITY,10.3390/su151310373,KG_Construction
WOS:001028396500001,"Quantitative assessment of green coverage changes under the human-biometeorological perspective: A simulation case study in Jeju, Republic of Korea",2023,SUSTAINABLE CITIES AND SOCIETY,10.1016/j.scs.2023.104734,KG_Construction
WOS:001028829900001,A marine protected area network does not confer community structure resilience to a marine heatwave across coastal ecosystems,2023,GLOBAL CHANGE BIOLOGY,10.1111/gcb.16862,KG_Construction
